date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:20	104883/104883	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202017%2023:49:19%20GMT	http://www.bing.com/images/search?q=Natural+Nail+Care+Products&FORM=RESTAB	/Users/vikranth/Documents/healthy_nails_news/www.bing.com/images/searchf68d.html	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:22	105620/105620	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202017%2023:49:20%20GMT	http://www.bing.com/images/search?q=Best+Natural+Nail+Products&FORM=RESTAB	/Users/vikranth/Documents/healthy_nails_news/www.bing.com/images/searchf4e5.html	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:23	105053/105053	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202017%2023:49:22%20GMT	http://www.bing.com/images/search?q=Healthy+Nails+Foods&FORM=RESTAB	/Users/vikranth/Documents/healthy_nails_news/www.bing.com/images/search2e07.html	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:24	105759/105759	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202017%2023:49:23%20GMT	http://www.bing.com/images/search?q=Clean+Nails&FORM=RESTAB	/Users/vikranth/Documents/healthy_nails_news/www.bing.com/images/search8d79.html	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:24	104270/104270	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202017%2023:49:24%20GMT	http://www.bing.com/images/search?q=Natural+Bare+Nails&FORM=RESTAB	/Users/vikranth/Documents/healthy_nails_news/www.bing.com/images/search6560.html	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:26	104745/104745	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202017%2023:49:24%20GMT	http://www.bing.com/images/search?q=Clean+Healthy+Natural+Nails&FORM=RESTAB	/Users/vikranth/Documents/healthy_nails_news/www.bing.com/images/search0541.html	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:27	105238/105238	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202017%2023:49:25%20GMT	http://www.bing.com/images/search?q=Nail+Health&FORM=RESTAB	/Users/vikranth/Documents/healthy_nails_news/www.bing.com/images/searchd391.html	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:32	40317/40317	---M--	200	added ('OK')	image/jpeg	etag:%221e60e2e57321f31d464bfbb6600aec09%22	https://edc2.healthtap.com/ht-staging/user_answer/reference_image/5400/large/fingernails.jpeg?1344929260	/Users/vikranth/Documents/healthy_nails_news/edc2.healthtap.com/ht-staging/user_answer/reference_image/5400/large/fingernails0ebc.jpg	(from http://www.bing.com/images/search?q=Deficiency+That+Causes+Nail+Ridges&FORM=RESTAB)
15:49:33	5099/5099	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:49:32%20GMT	http://tse2.mm.bing.net/th?id=OIP.dUXO3TnSOoVNuUyt0uvmygEsDh&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th2dde.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:37	121318/121318	---M--	200	added ('OK')	image/jpeg	etag:%22v1c2%22	http://3.bp.blogspot.com/-ehcvGeRSRk4/TmcNoNCEEOI/AAAAAAAAAcI/TCIxjqK1SiI/s1600/Nails-Bare.JPG	/Users/vikranth/Documents/healthy_nails_news/3.bp.blogspot.com/-ehcvGeRSRk4/TmcNoNCEEOI/AAAAAAAAAcI/TCIxjqK1SiI/s1600/Nails-Bare.JPG	(from http://www.bing.com/images/search?q=Deficiency+That+Causes+Nail+Ridges&FORM=RESTAB)
15:49:38	5042/5042	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:49:37%20GMT	http://tse2.mm.bing.net/th?id=OIP.IwVUE1ZGYiD50HI2-vWq-gEsEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th60a0.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:42	55773/55773	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Jul%202013%2021:02:50%20GMT	http://media-cache-ak0.pinimg.com/736x/b6/e1/42/b6e14267222e4b0489c752b47490dc44.jpg	/Users/vikranth/Documents/healthy_nails_news/media-cache-ak0.pinimg.com/736x/b6/e1/42/b6e14267222e4b0489c752b47490dc44.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:43	5590/5590	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:49:42%20GMT	http://tse1.mm.bing.net/th?id=OIP.3shUTDfGZ0u88Wz8NeQhogEsDh&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse1.mm.bing.net/th90d7.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:49	138678/138678	---M--	200	added ('OK')	image/jpeg	etag:%22v67f%22	http://2.bp.blogspot.com/-qHWf-WN8OLo/UWsFComVpFI/AAAAAAAABn4/WmlscPMQtXM/s1600/IMG_2162.jpg	/Users/vikranth/Documents/healthy_nails_news/2.bp.blogspot.com/-qHWf-WN8OLo/UWsFComVpFI/AAAAAAAABn4/WmlscPMQtXM/s1600/IMG_2162.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:49	33659/33659	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202013%2017:09:42%20GMT	https://dailycharme.files.wordpress.com/2013/06/wpid-2013-06-02-16-49-12_deco.jpg	/Users/vikranth/Documents/healthy_nails_news/dailycharme.files.wordpress.com/2013/06/wpid-2013-06-02-16-49-12_deco.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:50	5131/5131	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:49:49%20GMT	http://tse3.mm.bing.net/th?id=OIP.u8NaWBGeFgOt8PKI57HU5wEsEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse3.mm.bing.net/th139f.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:51	6375/6375	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:49:49%20GMT	http://tse4.mm.bing.net/th?id=OIP._46utvY_eGuu_yE-4EWxPwEsDh&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse4.mm.bing.net/th4932.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:57	34068/34068	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Aug%202013%2020:20:52%20GMT	http://media-cache-ec0.pinimg.com/736x/32/0f/e9/320fe99b68618a7160195e1ad4820835.jpg	/Users/vikranth/Documents/healthy_nails_news/media-cache-ec0.pinimg.com/736x/32/0f/e9/320fe99b68618a7160195e1ad4820835.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:49:58	5620/5620	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:49:57%20GMT	http://tse4.mm.bing.net/th?id=OIP.ns8IFzVMsv2ngm30L86AtwEsEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse4.mm.bing.net/th7189.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:04	161860/161860	---M--	200	added ('OK')	image/jpeg	etag:%22v689%22	http://3.bp.blogspot.com/-hlkKXlkUh9w/UWsWqcyFSYI/AAAAAAAABog/5IjdU4uh_F8/s1600/IMG_2169.jpg	/Users/vikranth/Documents/healthy_nails_news/3.bp.blogspot.com/-hlkKXlkUh9w/UWsWqcyFSYI/AAAAAAAABog/5IjdU4uh_F8/s1600/IMG_2169.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:05	5504/5504	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:04%20GMT	http://tse4.mm.bing.net/th?id=OIP.-YtFUK_2sKTyUHifkQAL6QEsDI&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse4.mm.bing.net/th133a.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:17	117240/117240	---M--	200	added ('OK')	image/jpeg	etag:%22v3f3b%22	http://4.bp.blogspot.com/-O8Jbl_ERiRg/UB1_VxTx1-I/AAAAAAAABgc/S_8xwDg5iQc/s1600/IMG_1842.JPG	/Users/vikranth/Documents/healthy_nails_news/4.bp.blogspot.com/-O8Jbl_ERiRg/UB1_VxTx1-I/AAAAAAAABgc/S_8xwDg5iQc/s1600/IMG_1842.JPG	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:18	5454/5454	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:17%20GMT	http://tse2.mm.bing.net/th?id=OIP.ytmrB1_9EMMhu6p92LJkUwEsDh&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th1bf0.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:21	197332/197332	---M--	200	added ('OK')	image/jpeg	etag:%22v5ab%22	http://2.bp.blogspot.com/-rLelKhJq81Y/UstqBbDHbOI/AAAAAAAAAis/TldGBo7duTI/s1600/IMG_5319.jpg	/Users/vikranth/Documents/healthy_nails_news/2.bp.blogspot.com/-rLelKhJq81Y/UstqBbDHbOI/AAAAAAAAAis/TldGBo7duTI/s1600/IMG_5319.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:22	5207/5207	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:20%20GMT	http://tse4.mm.bing.net/th?id=OIP.DRDaei7N2W1m6xHJgrjXZgDxEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse4.mm.bing.net/thf18b.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:22	22551/22551	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20May%202014%2020:54:07%20GMT	http://media-cache-ec0.pinimg.com/736x/ba/03/3c/ba033c2ebc372efd155b70d9af26ef91.jpg	/Users/vikranth/Documents/healthy_nails_news/media-cache-ec0.pinimg.com/736x/ba/03/3c/ba033c2ebc372efd155b70d9af26ef91.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:24	5833/5833	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:22%20GMT	http://tse3.mm.bing.net/th?id=OIP.Y64fNA_mwK5lAZoRyXVHSAEsDh&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse3.mm.bing.net/th5203.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:25	126164/126164	---M--	200	added ('OK')	image/jpeg	etag:%2252ed8ea9-1ecd4%22	http://contentinjection.com/wp-content/uploads/2014/02/best-healthy-nails-tips.jpg	/Users/vikranth/Documents/healthy_nails_news/contentinjection.com/wp-content/uploads/2014/02/best-healthy-nails-tips.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:26	5592/5592	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:24%20GMT	http://tse2.mm.bing.net/th?id=OIP.p5-NNYk95G1lF4P1RFytBgEsEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th499f.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:33	33301/33301	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2020:52:05%20GMT	https://healthnewsandviews.files.wordpress.com/2015/11/natural-nails.jpg	/Users/vikranth/Documents/healthy_nails_news/healthnewsandviews.files.wordpress.com/2015/11/natural-nails.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:34	4878/4878	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:33%20GMT	http://tse1.mm.bing.net/th?id=OIP.Da0KSds8kDUe4pBIhBndygEsCk&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse1.mm.bing.net/thf9e3.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:42	42553/42553	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Dec%202016%2007:26:39%20GMT	https://s-media-cache-ak0.pinimg.com/736x/5b/94/d9/5b94d97605e0b743391c8cf5cc493463.jpg	/Users/vikranth/Documents/healthy_nails_news/s-media-cache-ak0.pinimg.com/736x/5b/94/d9/5b94d97605e0b743391c8cf5cc493463.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:43	5060/5060	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:41%20GMT	http://tse2.mm.bing.net/th?id=OIP.miN5CGUwEPgBqcGb1UvwSgD6Es&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th4756.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:43	124615/124615	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Dec%202012%2001:29:03%20GMT	http://media-cache-ec0.pinimg.com/736x/57/7a/0e/577a0ed116572b5145874502b817c1de.jpg	/Users/vikranth/Documents/healthy_nails_news/media-cache-ec0.pinimg.com/736x/57/7a/0e/577a0ed116572b5145874502b817c1de.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:45	6682/6682	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:43%20GMT	http://tse3.mm.bing.net/th?id=OIP.3-T5RhH9h--3CHr-xKpfxwEsDI&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse3.mm.bing.net/th4ff7.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:48	29722/29722	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2013%20Nov%202016%2008:27:02%20GMT	http://readanddigest.com/wp-content/uploads/2013/02/Natural-Healthy-Nails.jpg	/Users/vikranth/Documents/healthy_nails_news/readanddigest.com/wp-content/uploads/2013/02/Natural-Healthy-Nails.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:50:49	5147/5147	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:48%20GMT	http://tse3.mm.bing.net/th?id=OIP.KjIxARJvLnerV8iCWL789QDlEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse3.mm.bing.net/thfaf7.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:10	127823/127823	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:50:49%20GMT	https://s3-media3.fl.yelpcdn.com/bphoto/33u15CM5QBd1bBB9GWU5Kw/o.jpg	/Users/vikranth/Documents/healthy_nails_news/s3-media3.fl.yelpcdn.com/bphoto/33u15CM5QBd1bBB9GWU5Kw/o.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:12	7772/7772	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:09%20GMT	http://tse2.mm.bing.net/th?id=OIP.MOvFr4M0uhfbTD475yVcVgDhEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th1a0b.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:22	55024/55024	---M--	200	added ('OK')	image/jpeg	etag:%22v4aa%22	https://lh5.googleusercontent.com/-UCw9GuCToHY/TYe0zG8JaoI/AAAAAAAABKo/MCSRToFJKWI/s1600/mynaturalnails.jpg	/Users/vikranth/Documents/healthy_nails_news/lh5.googleusercontent.com/-UCw9GuCToHY/TYe0zG8JaoI/AAAAAAAABKo/MCSRToFJKWI/s1600/mynaturalnails.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:23	5671/5671	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:21%20GMT	http://tse2.mm.bing.net/th?id=OIP.R5RHtGBVPatcQoupKZiL7QEsEA&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/thf49d.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:24	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Mar%202017%2023:51:24%20GMT	http://feelgoodstyle.com/files/2011/10/healthy-nails.jpg	/Users/vikranth/Documents/healthy_nails_news/feelgoodstyle.com/files/2011/10/healthy-nails.af.delayed	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:26	264650/264650	---M--	200	added ('OK')	image/jpeg	etag:%22v45b%22	http://1.bp.blogspot.com/__2c05EL0lc8/TT-cWJBr3uI/AAAAAAAABFs/WPBtFnOW_Mk/s1600/DSC01763+%25281%2529.JPG	/Users/vikranth/Documents/healthy_nails_news/1.bp.blogspot.com/__2c05EL0lc8/TT-cWJBr3uI/AAAAAAAABFs/WPBtFnOW_Mk/s1600/DSC01763%20(1).JPG	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:27	5838/5838	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:25%20GMT	http://tse1.mm.bing.net/th?id=OIP.UeGOM86FYlJ7FsQhH1T7IwEsDI&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse1.mm.bing.net/th3a9e.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:36	478994/478994	---M--	200	added ('OK')	image/jpeg	etag:%2274f12-4dc879ea2aec0%22	http://katieshandywork.co.uk/wp-content/uploads/2013/04/SDC10622.jpg	/Users/vikranth/Documents/healthy_nails_news/katieshandywork.co.uk/wp-content/uploads/2013/04/SDC10622.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:37	4867/4867	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:36%20GMT	http://tse4.mm.bing.net/th?id=OIP.rfxRkO72mjJen7D6KxGyUwDhEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse4.mm.bing.net/th718b.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:39	67619/67619	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Oct%202012%2012:06:37%20GMT	http://www.naileditsalon.com/media/d2ed7f6f46dd_C036/776540_67798007.jpg	/Users/vikranth/Documents/healthy_nails_news/www.naileditsalon.com/media/d2ed7f6f46dd_C036/776540_67798007.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:41	7852/7852	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:39%20GMT	http://tse2.mm.bing.net/th?id=OIP.fJYdUDJpKylmTuPhHn7T3gEsDP&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th01f2.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:41	398/398	---M--	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202017%2023:51:42%20GMT	http://www.bespoke-bride.com/wp-content/uploads/2013/10/Beauty-DIY-Natural-Healthy-Nails-How-To.jpg	/Users/vikranth/Documents/healthy_nails_news/www.bespoke-bride.com/wp-content/uploads/2013/10/Beauty-DIY-Natural-Healthy-Nails-How-To.b6.delayed	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:43	7047/7047	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:41%20GMT	http://tse1.mm.bing.net/th?id=OIP._pGch1yW2lEtciz98oV2kAEsCR&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse1.mm.bing.net/th24cd.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:47	21688/21688	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202017%2002:23:56%20GMT	http://renewed-style.com/wp-content/uploads/2014/03/62.jpg	/Users/vikranth/Documents/healthy_nails_news/renewed-style.com/wp-content/uploads/2014/03/62.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:48	5298/5298	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:46%20GMT	http://tse1.mm.bing.net/th?id=OIP.yZL_1w3ihd1dw1Fc_q4KPgEsEs&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse1.mm.bing.net/th2014.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:48	71201/71201	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jun%202014%2005:30:56%20GMT	http://www.natural-homeremedies.com/blog/wp-content/uploads/2010/03/Clean-Nails-For-Health-And-Hygiene.jpg	/Users/vikranth/Documents/healthy_nails_news/www.natural-homeremedies.com/blog/wp-content/uploads/2010/03/Clean-Nails-For-Health-And-Hygiene.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:48	159197/159197	---M--	200	added ('OK')	image/jpeg	etag:%2257abf7ba-26ddd%22	http://feelgoodstyle.com/wp-content/uploads/2011/10/healthy-nails.jpg	/Users/vikranth/Documents/healthy_nails_news/feelgoodstyle.com/wp-content/uploads/2011/10/healthy-nails.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:48	1768172/1768172	---MC-	200	added ('OK')	image/jpeg	etag:%22ddd2d2081e2ff69e78e2204e56fbcec1%22	http://blogg.damernasvarld.se/elin/files/2015/11/bronde1.jpg	/Users/vikranth/Documents/healthy_nails_news/blogg.damernasvarld.se/elin/files/2015/11/bronde1.jpg	(from http://www.bing.com/images/search?q=healthy+nails&first=1&cw=1023&ch=865)
15:51:48	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Mar%202017%2023:51:48%20GMT	http://dailycharme.files.wordpress.com/2013/06/wpid-2013-06-01-12-17-59_deco1.jpg	/Users/vikranth/Documents/healthy_nails_news/dailycharme.files.wordpress.com/2013/06/wpid-2013-06-01-12-17-59_deco1.ba.delayed	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:49	5604/5604	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:48%20GMT	http://tse3.mm.bing.net/th?id=OIP.TZ14MCkXMmvjLhpr8fVMqAEsEr&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse3.mm.bing.net/thfcf4.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:52	37047/37047	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202013%2017:09:48%20GMT	https://dailycharme.files.wordpress.com/2013/06/wpid-2013-06-01-12-17-59_deco1.jpg	/Users/vikranth/Documents/healthy_nails_news/dailycharme.files.wordpress.com/2013/06/wpid-2013-06-01-12-17-59_deco1.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:53	42991/42991	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Mar%202017%2023:51:51%20GMT	http://www.confusedsandals.com/wp-content/uploads/2016/05/nail_625x350_61445415725.jpg	/Users/vikranth/Documents/healthy_nails_news/www.confusedsandals.com/wp-content/uploads/2016/05/nail_625x350_61445415725.bd.delayed	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:53	4596/4596	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:52%20GMT	http://tse3.mm.bing.net/th?id=OIP.IURfzv0kZr5phF7Q7jXqSwEsCo&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse3.mm.bing.net/thcfee.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:54	4271/4271	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:53%20GMT	http://tse1.mm.bing.net/th?id=OIP.Mdb8d20c476ec8bca2c9aeeacd7e3ab58o0&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse1.mm.bing.net/thb012.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:55	8531/8531	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20May%202016%2020:54:34%20GMT	https://s-media-cache-ak0.pinimg.com/236x/9e/c3/f9/9ec3f9a116a09d8b26d540db4f69a384.jpg	/Users/vikranth/Documents/healthy_nails_news/s-media-cache-ak0.pinimg.com/236x/9e/c3/f9/9ec3f9a116a09d8b26d540db4f69a384.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
15:51:55	4453/4453	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2023:51:53%20GMT	http://tse2.mm.bing.net/th?id=OIP.M6578df0b0df593b0287c4209c0ac7355o0&w=230&h=170&rs=1&pcl=dddddd&pid=1.1	/Users/vikranth/Documents/healthy_nails_news/tse2.mm.bing.net/th633f.jpg	(from http://www.bing.com/images/search?q=Healthy+Natural+Nails&FORM=RESTAB)
